seconds,107_flow,107_density,107_speed,105_flow,105_density,105_speed,108_flow,108_density,108_speed,103_flow,103_density,103_speed
633,1,0.020444444,48.91304348,1,0.006,166.6666667,6,0.0504,119.047619,1,0.074,13.51351351
634,1,0.015555556,64.28571429,4,0.0596,67.11409396,3,0.0236,127.1186441,1,0.02,50
635,1,0.025777778,38.79310345,8,0.0624,128.2051282,5,0.0368,135.8695652,1,0.058,17.24137931
636,1,0.039555556,25.28089888,3,0.0436,68.80733945,1,0.0292,34.24657534,1,0.021,47.61904762
637,1,0.015555556,64.28571429,4,0.0332,120.4819277,1,0.0288,34.72222222,1,0.019,52.63157895
638,1,0.034666667,28.84615385,5,0.0552,90.57971014,3,0.0296,101.3513514,1,0.01,100
639,1,0.023111111,43.26923077,1,0.0416,24.03846154,4,0.0248,161.2903226,3,0.071,42.25352113
640,1,0.040444444,24.72527473,1,0.0308,32.46753247,1,0.022,45.45454545,1,0.047,21.27659574
641,1,0.035111111,28.48101266,3,0.0224,133.9285714,1,0.0144,69.44444444,1,0.031,32.25806452
642,1,0.015555556,64.28571429,2,0.0224,89.28571429,1,0.0148,67.56756757,1,0.033,30.3030303
643,1,0.025333333,39.47368421,1,0.04,25,3,0.028,107.1428571,4,0.046,86.95652174
644,1,0.006222222,160.7142857,2,0.0212,94.33962264,5,0.046,108.6956522,1,0.023,43.47826087
645,4,0.024444444,163.6363636,2,0.0356,56.17977528,4,0.0428,93.45794393,1,0.014,71.42857143
646,1,0.014666667,68.18181818,2,0.0216,92.59259259,4,0.0396,101.010101,1,0.028,35.71428571
